instant dteday windspeed casual registered
709 2012/12/9 0.157975 441 2787
710 2012/12/10 0.190308 329 4841
711 2012/12/11 0.296037 282 5219
712 2012/12/12 0.162937 310 5009
713 2012/12/13 0.174129 425 5107
714 2012/12/14 0.13122899999999998 429 5182
715 2012/12/15 0.10635 767 4280
716 2012/12/16 0.100742 538 3248
717 2012/12/17 0.0982583 212 4373
718 2012/12/18 0.221404 433 5124
719 2012/12/19 0.184092 333 4934
720 2012/12/20 0.132463 314 3814
721 2012/12/21 0.374383 221 3402
722 2012/12/22 0.407346 205 1544
723 2012/12/23 0.13308299999999998 408 1379
724 2012/12/24 0.07723039999999999 174 746
725 2012/12/25 0.168726 440 573
726 2012/12/26 0.316546 9 432
727 2012/12/27 0.350133 247 1867
728 2012/12/28 0.155471 644 2451
729 2012/12/29 0.124383 159 1182
730 2012/12/30 0.350754 364 1432
731 2012/12/31 0.154846 439 2290
